date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:37:03	2445/2445	---M--	200	added ('OK')	image/png	etag:%225f0a20d0d8e5b7d9ce50c891ccaca7c5%22	https://uploads-ssl.webflow.com/6174a6f1266d4a4f660ef1e7/6174a6f1266d4a842d0ef221_store-logo%402x.png	E:/Documents%20(E)/webflow/eduNFTmainpage/uploads-ssl.webflow.com/6174a6f1266d4a4f660ef1e7/6174a6f1266d4a842d0ef221_store-logo@2x.png	(from https://edunfts.webflow.io/)
00:37:03	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:37:05%20GMT	https://edunfts.webflow.io/category/category-4	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/category/category-4	(from https://edunfts.webflow.io/)
00:37:03	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:37:05%20GMT	https://edunfts.webflow.io/category/category-2	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/category/category-2	(from https://edunfts.webflow.io/)
00:37:04	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:37:05%20GMT	https://edunfts.webflow.io/category/category-3	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/category/category-3	(from https://edunfts.webflow.io/)
00:37:04	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:37:05%20GMT	https://edunfts.webflow.io/category/category-1	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/category/category-1	(from https://edunfts.webflow.io/)
00:37:04	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:37:05%20GMT	https://edunfts.webflow.io/contact	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/contact	(from https://edunfts.webflow.io/)
00:37:04	89476/89476	---M--	200	added ('OK')	application/javascript	etag:%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=6174a6f1266d4a4f660ef1e7	E:/Documents%20(E)/webflow/eduNFTmainpage/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c80714.js	(from https://edunfts.webflow.io/)
00:37:06	997523/997523	---M-Z	200	added ('OK')	text/javascript	etag:%2285dd8c3e66c2592a145184c95466e280%22	https://uploads-ssl.webflow.com/6174a6f1266d4a4f660ef1e7/js/webflow.08b7cfdae.js	E:/Documents%20(E)/webflow/eduNFTmainpage/uploads-ssl.webflow.com/6174a6f1266d4a4f660ef1e7/js/webflow.08b7cfdae.js	(from https://edunfts.webflow.io/)
00:37:32	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:37:06%20GMT	https://edunfts.webflow.io/products	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/products.html	(from https://edunfts.webflow.io/)
00:37:32	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:37:06%20GMT	https://edunfts.webflow.io/signup	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/signup.html	(from https://edunfts.webflow.io/)
00:37:33	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:37:07%20GMT	https://edunfts.webflow.io/%22https://uploads-ssl.webflow.com/6174a6f1266d4a02770ef1ef/6174e04c0f2ca0197a3e1c5d_java-60-1174953.png%22	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/_https_/uploads-ssl.webflow.com/6174a6f1266d4a02770ef1ef/6174e04c0f2ca0197a3e1c5d_java-60-1174953.html	(from https://edunfts.webflow.io/)
00:37:34	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:37:08%20GMT	https://edunfts.webflow.io/product/cs1331-hw	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/product/cs1331-hw.html	(from https://edunfts.webflow.io/)
00:38:00	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:37:34%20GMT	https://edunfts.webflow.io/%22https://uploads-ssl.webflow.com/6174a6f1266d4a02770ef1ef/6174e13066623353574010e0_microsoft-onenote-2019.png%22	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/_https_/uploads-ssl.webflow.com/6174a6f1266d4a02770ef1ef/6174e13066623353574010e0_microsoft-onenote-2019.html	(from https://edunfts.webflow.io/)
00:38:00	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:37:34%20GMT	https://edunfts.webflow.io/product/calc-1-unit-3-notes	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/product/calc-1-unit-3-notes.html	(from https://edunfts.webflow.io/)
00:38:01	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:37:34%20GMT	https://edunfts.webflow.io/%22https://uploads-ssl.webflow.com/6174a6f1266d4a02770ef1ef/6174d4f659f23077186483f4_steve-welcomes-you-to-ncr.png%22	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/_https_/uploads-ssl.webflow.com/6174a6f1266d4a02770ef1ef/6174d4f659f23077186483f4_steve-welcomes-you-to-ncr.html	(from https://edunfts.webflow.io/)
00:38:02	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:37:36%20GMT	https://edunfts.webflow.io/product/3d-render-ncr-minecraft-steve	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/product/3d-render-ncr-minecraft-steve.html	(from https://edunfts.webflow.io/)
00:38:28	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:38:02%20GMT	https://edunfts.webflow.io/category/category-4	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/category/category-4.html	(from https://edunfts.webflow.io/)
00:38:28	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:38:02%20GMT	https://edunfts.webflow.io/category/category-2	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/category/category-2.html	(from https://edunfts.webflow.io/)
00:38:28	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:38:02%20GMT	https://edunfts.webflow.io/category/category-3	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/category/category-3.html	(from https://edunfts.webflow.io/)
00:38:29	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:38:03%20GMT	https://edunfts.webflow.io/category/category-1	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/category/category-1.html	(from https://edunfts.webflow.io/)
00:38:56	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:38:30%20GMT	https://edunfts.webflow.io/contact	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/contact.html	(from https://edunfts.webflow.io/)
00:38:56	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:38:30%20GMT	https://edunfts.webflow.io/products	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/products.html	(from https://edunfts.webflow.io/)
00:38:56	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:38:30%20GMT	https://edunfts.webflow.io/signup	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/signup.html	(from https://edunfts.webflow.io/)
00:38:57	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:38:31%20GMT	https://edunfts.webflow.io/%22https://uploads-ssl.webflow.com/6174a6f1266d4a02770ef1ef/6174e04c0f2ca0197a3e1c5d_java-60-1174953.png%22	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/_https_/uploads-ssl.webflow.com/6174a6f1266d4a02770ef1ef/6174e04c0f2ca0197a3e1c5d_java-60-1174953.html	(from https://edunfts.webflow.io/)
00:39:24	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:38:58%20GMT	https://edunfts.webflow.io/product/cs1331-hw	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/product/cs1331-hw.html	(from https://edunfts.webflow.io/)
00:39:24	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:38:58%20GMT	https://edunfts.webflow.io/%22https://uploads-ssl.webflow.com/6174a6f1266d4a02770ef1ef/6174e13066623353574010e0_microsoft-onenote-2019.png%22	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/_https_/uploads-ssl.webflow.com/6174a6f1266d4a02770ef1ef/6174e13066623353574010e0_microsoft-onenote-2019.html	(from https://edunfts.webflow.io/)
00:39:24	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:38:58%20GMT	https://edunfts.webflow.io/product/calc-1-unit-3-notes	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/product/calc-1-unit-3-notes.html	(from https://edunfts.webflow.io/)
00:39:25	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:38:59%20GMT	https://edunfts.webflow.io/%22https://uploads-ssl.webflow.com/6174a6f1266d4a02770ef1ef/6174d4f659f23077186483f4_steve-welcomes-you-to-ncr.png%22	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/_https_/uploads-ssl.webflow.com/6174a6f1266d4a02770ef1ef/6174d4f659f23077186483f4_steve-welcomes-you-to-ncr.html	(from https://edunfts.webflow.io/)
00:39:51	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:39:25%20GMT	https://edunfts.webflow.io/product/3d-render-ncr-minecraft-steve	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/product/3d-render-ncr-minecraft-steve.html	(from https://edunfts.webflow.io/)
00:39:51	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:39:25%20GMT	https://edunfts.webflow.io/category/category-4	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/category/category-4.html	(from https://edunfts.webflow.io/)
00:39:52	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:39:26%20GMT	https://edunfts.webflow.io/category/category-2	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/category/category-2.html	(from https://edunfts.webflow.io/)
00:39:52	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:39:26%20GMT	https://edunfts.webflow.io/category/category-3	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/category/category-3.html	(from https://edunfts.webflow.io/)
00:39:52	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:39:53%20GMT	https://edunfts.webflow.io/category/category-1	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/category/category-1.html	(from https://edunfts.webflow.io/)
00:39:52	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2024%20Oct%202021%2004:39:53%20GMT	https://edunfts.webflow.io/contact	E:/Documents%20(E)/webflow/eduNFTmainpage/edunfts.webflow.io/contact.html	(from https://edunfts.webflow.io/)
